,ORISPL,MWMax,PLPRMFL,FuelType,PLHTIAN,PLNGENAN,LAT,LON,Heat Rate MBTU/MWh,Gentype,GO,BusNum,Name,Substation Latitude,Substation Longitude,Distance
555,62671,4.8,NG,GAS,258818.008,37499,37.415092,-122.05211,0,ng," 21319, 21320, 21321, ",21319,CUPERTINO 1 1,37.4055,-122.0556,0.688791317
556,62704,1.5,NG,GAS,53562,7407,33.9212,-118.38453,0,ng," 25256, 25257, ",25256,VENICE 1 1,33.9269,-118.4014,1.045876991
557,62702,4.5,NG,GAS,256539.992,36982,37.24097,-121.78259,0,ng," 21630, 21631, ",21630,SAN JOSE 45 1,37.2444,-121.7963,0.792019248
558,62703,3.8,NG,GAS,205084,28972,37.38846,-121.88896,0,ng," 21487, 21488, 21489, ",21487,SAN JOSE 14 3,37.4076,-121.9066,1.6383624
559,62705,2,NG,GAS,54825,7411,33.92542,-118.39463,0,ng," 25257, ",25257,VENICE 1 2,33.9269,-118.4014,0.40212251
560,60223,1.1,NG,GAS,61497,7358,37.241713,-121.781363,0,ng," 21534, 21535, ",21534,SAN JOSE 33 1,37.253,-121.7733,0.896348836
561,63704,2.4,NG,GAS,39064,6175,37.24212,-121.78308,0,ng," 21631, ",21631,SAN JOSE 45 2,37.2444,-121.7963,0.745619357
562,63705,5.2,NG,GAS,261898,40579,37.37816,-121.95495,0,ng," 21720, 21721, ",21720,SANTA CLARA 7 1,37.3617,-121.9436,1.295672073
563,63708,4,NG,GAS,222665,32088,37.24187,-121.7816,0,ng," 21535, ",21535,SAN JOSE 33 2,37.253,-121.7733,0.893582602
564,60570,30,MWH,OTHF,0,-6256,33.124446,-117.114274,0,otherfuel," 28725, ",28725,ESCONDIDO 8 2,33.1219,-117.1174,0.252277616
565,409,94.5,WAT,HYDRO,0,343405,37.584345,-120.26859,0,hydro,,23469,SNELLING 1,37.5843,-120.2686,0.003151587
566,58306,3.5,SUN,SOLAR,0,6658.999,36.2675,-119.128581,0,solar," 23244, 23245, 23246, ",23244,FARMERSVILLE 1,36.2954,-119.1805,3.478698688
567,58761,2,SUN,SOLAR,0,4845,34.582222,-117.341667,0,solar," 28286, ",28286,VICTORVILLE 2 1,34.5622,-117.3261,1.640902941
568,58762,2,SUN,SOLAR,0,4269,34.583333,-117.340278,0,solar," 28851, 28852, 28853, 28854, ",28851,VICTORVILLE 7 5,34.5953,-117.3647,1.618226133
569,58763,1.5,SUN,SOLAR,0,3579,34.584444,-117.341389,0,solar," 28852, 28853, 28854, ",28852,VICTORVILLE 7 6,34.5953,-117.3647,1.5250638
570,63604,1,NG,GAS,35141,5494,37.237,-121.78532,0,ng," 21684, 21685, 21686, 21687, 21688, 21689, 21690, 21691, ",21684,COYOTE 1,37.2207,-121.7457,2.456976938
571,63607,1.2,NG,GAS,50837,7956,37.23811,-121.78532,0,ng," 21685, 21686, 21687, 21688, 21689, 21690, 21691, ",21685,COYOTE 2,37.2207,-121.7457,2.492912374
572,50270,49.3,NG,GAS,0,0,34.464819,-120.044365,0,ng," 25982, 25983, ",25982,GOLETA 4 1,34.4648,-120.0444,0.00238912
573,58261,1,SUN,SOLAR,0,1435,38.559533,-121.257556,0,solar," 20192, 20193, 20194, ",20192,CARMICHAEL 1 1,38.5373,-121.2253,2.324780323
574,10052,18.8,WDS,BIOMASS,1539986,64550,40.7995,-124.2028,0,other," 20432, 20433, ",20432,SAMOA 1,40.8054,-124.1949,0.580808069
575,61365,40,MWH,OTHF,0,0,33.384244,-117.235322,0,otherfuel," 28338, ",28338,OCEANSIDE 3 1,33.3913,-117.2694,2.029302844
576,59203,4.5,SUN,SOLAR,0,7962,36.19,-119.12,0,solar," 23249, ",23249,LINDSAY 1,36.1823,-119.158,2.189288082
577,55847,47,NG,GAS,150870.391,12321,39.109344,-121.60931,0,ng," 20455, 20456, 20457, 20458, ",20455,YUBA CITY 8 1,39.1093,-121.6093,0.003082471
578,59523,60,SUN,SOLAR,0,144532,36.386944,-120.236667,0,solar," 23368, 23369, ",23368,TRANQUILLITY 4,36.6175,-120.2908,16.18050845
579,57498,15,SUN,SOLAR,0,26209,36.400278,-120.103333,0,solar," 23398, 23399, 23400, 23401, ",23398,SAN JOAQUIN 2 1,36.617,-120.0998,14.94483991
580,62575,1,NG,GAS,64936,6983,37.417288,-121.894109,0,ng," 21488, 21489, ",21488,SAN JOSE 14 4,37.4076,-121.9066,0.958389072
581,441,198.6,WAT,HYDRO,0,774281.001,38.70675,-121.158443,0,hydro,,20396,FOLSOM 3 1,38.7068,-121.1584,0.004158897
582,61698,1.3,SUN,SOLAR,0,1568,38.687,-121.16,0,solar," 20397, 20398, 20399, ",20397,FOLSOM 3 2,38.7068,-121.1584,1.368504813
583,59799,1.1,SUN,SOLAR,0,0,34.2738,-118.3454,0,solar," 25308, ",25308,PACOIMA 2 1,34.2595,-118.3754,1.979589271
584,59651,1.6,SUN,SOLAR,0,1870,34.071389,-118.196111,0,solar," 25456, ",25456,GLENDALE 1 1,34.0779,-118.1904,0.555595047
585,10342,113.5,NG,GAS,4100101.472,691779,38.0244,-122.0589,0,ng," 21698, 21699, ",21698,MARTINEZ 3 1,38.0244,-122.0589,0
586,57791,1.5,WND,WIND,0,2729,38.232222,-122.092778,0,wind," 21464, 21465, ",21464,VACAVILLE 4 2,38.2348,-122.0176,4.093775841
587,61442,1.8,WND,WIND,0,5557,36.464,-121.382,0,wind," 23038, ",23038,SOLEDAD 1 2,36.4644,-121.2443,7.669242878
588,61066,1.9,WND,WIND,0,4532,34.691,-118.221,0,wind," 25934, 25935, 25936, ",25934,ROSAMOND 6 1,34.8486,-118.3528,13.19954474
589,58102,3,WND,WIND,0,3862,34.623056,-117.1125,0,wind," 28476, ",28476,APPLE VALLEY 3 1,34.5634,-117.1656,5.106026355
590,58112,1,WND,WIND,0,1718,38.692778,-121.9325,0,wind," 20066, ",20066,ESPARTO 1,38.6378,-122.0111,5.696446438
591,58101,3.2,WND,WIND,0,3220,34.561944,-117.307222,0,wind," 28355, 28356, ",28355,VICTORVILLE 5 1,34.5781,-117.2657,2.616380099
592,62654,5.6,WND,WIND,0,0,36.459294,-121.350083,0,wind," 23025, 23026, ",23025,GREENFIELD 1,36.2857,-121.3509,11.9695712
593,57792,1,WND,WIND,0,43,34.084722,-117.529444,0,wind," 28794, 28795, 28796, 28797, 28798, ",28794,RANCHO CUCAMONGA 8 1,34.0912,-117.5266,0.47534999
594,61443,1.8,WND,WIND,0,4186,36.504,-121.454,0,wind," 23015, ",23015,SALINAS 4 1,36.6483,-121.5258,10.7213394
595,58114,5.1,WND,WIND,0,18387.001,33.914167,-116.749167,0,wind," 29063, 29064, 29065, ",29063,CABAZON 2,33.915,-116.7103,2.234138191
596,58113,2,WND,WIND,0,8716,33.917222,-116.815,0,wind," 28597, ",28597,BEAUMONT 2 1,33.9164,-116.8931,4.48807282
597,61444,1.8,WND,WIND,0,5464,36.474,-121.371,0,wind," 23026, ",23026,GREENFIELD 2,36.2857,-121.3509,13.0317706
598,61067,1.9,WND,WIND,0,4040,36.274508,-121.191589,0,wind," 23329, 23330, ",23329,KING CITY 2 1,36.225,-121.1278,4.933929492
599,57626,2,WND,WIND,0,2693,37.714167,-121.521666,0,wind," 21701, 21702, 21703, 21704, ",21701,TRACY 4 2,37.7107,-121.4906,1.71878751
600,58104,1,WND,WIND,0,1479,38.42,-121.818056,0,wind," 21558, ",21558,DIXON 1,38.434,-121.7676,2.902985695
601,58105,1,WND,WIND,0,1616,40.111111,-122.193889,0,wind," 20528, 20529, ",20528,RED BLUFF 3 1,40.1519,-122.2014,2.842221764
602,55845,49.9,GEO,GEOTHERMAL,0,0,41.6014,-121.625,0,other," 20156, 20157, ",20156,TULELAKE 1,41.6785,-121.4184,11.94617042
603,57201,36.8,WND,WIND,0,87517,38.163581,-121.79661,0,wind," 21676, 21677, 21678, ",21676,BIRDS LANDING 2 1,38.1381,-121.8053,1.820085574
604,62287,1.2,SUN,SOLAR,0,2204,33.8482,-118.3055,0,solar," 25374, ",25374,TORRANCE 1 1,33.8412,-118.3113,0.586534271
605,57809,1.1,NG,GAS,54417,635,37.5425,-122.292778,0,ng," 21183, 21184, ",21183,BELMONT 1,37.54,-122.2957,0.235528095
606,60183,2,SUN,SOLAR,0,2758,33.892614,-118.037564,0,solar," 25615, 25616, ",25615,DOWNEY 2 2,33.8966,-118.0441,0.465400385
607,424,15.3,WAT,HYDRO,0,84621,39.077971,-120.406069,0,hydro,,20283,POLLOCK PINES 2 1,38.9827,-120.3245,7.902678536
608,60083,3,SUN,SOLAR,0,6223,36.616846,-120.105144,0,solar," 23399, 23400, 23401, ",23399,SAN JOAQUIN 2 2,36.617,-120.0998,0.297238732
609,10110,6,NG,GAS,167936.978,24030,35.395063,-119.321633,0,ng," 25076, 25077, ",25076,SHAFTER 1,35.5082,-119.2571,8.607412034
610,62275,1.4,SUN,SOLAR,0,2630,35.41824,-119.14888,0,solar," 25108, 25109, 25110, ",25108,BAKERSFIELD 4 1,35.3406,-119.0931,6.210277108
611,60039,20,SUN,SOLAR,0,52092,37.379919,-121.130661,0,solar," 23069, ",23069,NEWMAN 2,37.2402,-121.1205,9.651534204
612,57506,1,SUN,SOLAR,0,3083,38.4869,-121.3911,0,solar," 20146, 20147, ",20146,ELK GROVE 2 1,38.4722,-121.4328,2.477890382
613,58083,21,NG,GAS,348760.236,60838,33.861667,-117.893056,0,ng," 28058, ",28058,ANAHEIM 7 4,33.8682,-117.8792,0.915104704
614,58320,1.6,LFG,BIOMASS,134030,12786,38.314722,-121.833611,0,other," 21656, 21657, 21658, 21659, ",21656,SUISUN CITY 3 2,38.2268,-121.8433,6.087103826
615,57133,3.5,LFG,BIOMASS,292008,26775,39.0728,-121.3992,0,other," 20131, 20132, ",20131,MARYSVILLE 6 1,39.1681,-121.458,7.293991061
616,56909,1.2,SUN,SOLAR,0,1010,36.7839,-119.7094,0,solar," 23189, ",23189,FRESNO 15 1,36.7775,-119.7244,0.94181259
617,58528,4,SUN,SOLAR,0,4429,33.8906,-116.5431,0,solar," 28727, ",28727,NORTH PALM SPRINGS 1 2,33.9228,-116.5422,2.219920905
618,57302,6.5,WND,WIND,0,13972,33.9053,-116.5825,0,wind," 29046, 29047, 29048, 29049, ",29046,NORTH PALM SPRINGS 7 1,33.9211,-116.5642,1.513840244
619,50492,6.1,OBG,BIOMASS,90304.148,11101,32.679172,-117.246698,0,other," 28398, ",28398,SAN DIEGO 3 1,32.6929,-117.2531,1.016894309
620,61445,20,SUN,SOLAR,0,52494,34.832786,-118.563578,0,solar," 26151, ",26151,LANCASTER 9 2,34.7892,-118.5047,4.498059632
621,57892,20,SUN,SOLAR,0,33235,36.176389,-120.114167,0,solar," 23282, 23283, ",23282,LEMOORE 4 1,36.2478,-119.8339,16.41564577
622,63834,250,MWH,OTHF,0,0,32.570556,-116.910556,0,otherfuel," 29015, 29016, 29017, 29018, 29019, 29020, ",29015,SAN DIEGO 53 1,32.5815,-116.915,0.797460285
623,56476,619.7,NG,GAS,21067335,2872858,38.0175,-121.7587,0,ng," 21621, 21622, 21623, 21624, 21625, 21626, ",21621,ANTIOCH 6 1,38.0175,-121.7587,0
624,61993,1.9,SUN,SOLAR,0,4401,37.003832,-121.593567,0,solar," 21575, 21576, ",21575,SAN MARTIN 1,37.0315,-121.6406,3.225554569
625,50623,14,NG,GAS,0,0,34.475067,-120.205107,0,ng," 25048, 25049, 25050, 25051, ",25048,GOLETA 1 1,34.5191,-120.155,4.170044391
626,63714,2.5,NG,GAS,105158,16338,33.21086,-117.299,0,ng," 28364, 28365, ",28364,OCEANSIDE 7 1,33.2272,-117.3108,1.317285916
627,60844,6.1,SUN,SOLAR,0,12499,38.390756,-121.94777,0,solar," 21365, 21366, ",21365,VACAVILLE 1 1,38.3834,-121.9604,0.852974358
628,60231,6.5,SUN,SOLAR,0,6641,33.211095,-117.299593,0,solar," 28365, ",28365,OCEANSIDE 7 2,33.2272,-117.3108,1.285788592
629,57394,250,SUN,SOLAR,0,617043,33.665,-114.998055,0,solar," 28951, 28952, 28953, 28954, 28955, 28956, ",28951,BLYTHE 3 3,33.665,-114.9981,0.002593332
630,54038,21.6,GEO,GEOTHERMAL,0,0,32.7757,-115.2637,0,other," 28730, 28731, 28732, 28734, 28735, ",28730,HOLTVILLE 2 1,32.7757,-115.2637,0
631,10763,29.6,GEO,GEOTHERMAL,0,76021,32.7757,-115.2637,0,other," 28731, 28732, 28734, 28735, ",28731,HOLTVILLE 2 2,32.7757,-115.2637,0
632,7368,110,GEO,GEOTHERMAL,0,324594,38.752,-122.7195,0,other," 20304, ",20304,MIDDLETOWN 1 1,38.752,-122.7195,0
633,7369,110,GEO,GEOTHERMAL,0,331152,38.7492,-122.7117,0,other," 20446, 20447, 20448, 20449, ",20446,MIDDLETOWN 2 1,38.7492,-122.7117,0
634,286,1273,GEO,GEOTHERMAL,0,4351428.998,38.777,-122.745,0,other," 20484, 20485, 20486, 20487, 20488, 20489, 20490, 20491, 20492, 20493, ",20484,MIDDLETOWN 6 1,38.777,-122.745,0
635,7231,64.6,NG,GAS,7825,4574,37.401,-121.96867,0,ng," 21758, ",21758,SANTA CLARA 8 1,37.401,-121.9687,0.001650524
636,57521,20,SUN,SOLAR,0,17464,36.530278,-120.316111,0,solar," 23369, ",23369,TRANQUILLITY 5,36.6175,-120.2908,6.176798333
637,59522,20,SUN,SOLAR,0,31787,36.544722,-120.316111,0,solar," 23400, 23401, ",23400,SAN JOAQUIN 2 3,36.617,-120.0998,13.02089504
638,55810,135,NG,GAS,305710.602,26676.999,36.999,-121.5363,0,ng," 21744, 21745, 21746, 21747, 21748, 21749, 21750, 21751, 21752, ",21744,GILROY 4 1,36.999,-121.5363,0
639,422,265.6,NG,GAS,640030.391,64960.69,34.126,-118.1494,0,ng," 25984, 25985, 25986, ",25984,PASADENA 8 1,34.126,-118.1494,0
640,60974,2,MWH,OTHF,0,15,34.162327,-118.283684,0,otherfuel," 26237, 26238, ",26237,GLENDALE 8 1,34.1556,-118.2782,0.560107006
641,54749,51.4,NG,GAS,61713.115,8494,33.1185,-117.0995,0,ng," 28790, 28791, 28792, 28793, ",28790,ESCONDIDO 9 1,33.1185,-117.0995,0
642,59328,1,WND,WIND,0,4297,32.702107,-116.354587,0,wind," 28756, 28757, ",28756,CAMPO 1,32.7056,-116.3425,0.744216847
643,63859,192,SUN,SOLAR,0,0,34.847,-118.395,0,solar," 25935, 25936, ",25935,ROSAMOND 6 2,34.8486,-118.3528,2.4007048
644,60590,54,SUN,SOLAR,0,148940,34.839012,-118.386843,0,solar," 25936, ",25936,ROSAMOND 6 3,34.8486,-118.3528,2.044491238
645,61222,46,WND,WIND,0,170581,37.769189,-121.630163,0,wind," 21587, 21588, 21589, ",21587,TRACY 3 2,37.7452,-121.6085,2.035739978
646,60049,85.9,WND,WIND,0,287655,37.713311,-121.640353,0,wind," 21615, 21616, 21617, 21618, 21619, 21620, ",21615,LIVERMORE 5 1,37.7341,-121.6516,1.56052598
647,57796,1.2,SUN,SOLAR,0,1631,33.914167,-118.053611,0,solar," 25616, ",25616,DOWNEY 2 3,33.8966,-118.0441,1.328426618
648,57797,1.3,SUN,SOLAR,0,1925,33.911944,-118.052222,0,solar," 25657, ",25657,MONTEBELLO 2 1,33.9436,-118.0453,2.217780648
649,63736,10,MWH,OTHF,0,0,34.430618,-119.861942,0,otherfuel," 25881, 25882, 25883, ",25881,GOLETA 3 2,34.4314,-119.9001,2.180010611
650,55627,47,NG,GAS,137437.016,11509,38.226752,-121.843271,0,ng," 21657, 21658, 21659, ",21657,SUISUN CITY 3 3,38.2268,-121.8433,0.003667454
651,50552,38.9,WND,WIND,0,47929,33.914986,-116.71026,0,wind," 29064, 29065, ",29064,CABAZON 3,33.915,-116.7103,0.00249282
652,60516,3,SUN,SOLAR,0,7198,33.2704,-117.0588,0,solar," 28466, ",28466,SAN MARCOS 3 1,33.216,-117.0773,3.899072628
653,63851,246.4,SUN,SOLAR,0,0,36.145687,-119.905149,0,solar," 23283, ",23283,LEMOORE 4 2,36.2478,-119.8339,8.088545681
654,56472,59.8,NG,GAS,94850.617,6993,34.0903,-117.5343,0,ng," 28983, 28984, 28985, ",28983,RANCHO CUCAMONGA 9 1,34.0903,-117.5343,0
655,58217,2.5,SUN,SOLAR,0,3806,38.500278,-121.694167,0,solar," 20083, 20084, ",20083,DAVIS 2 1,38.4852,-121.7232,1.886444635
656,58204,2.5,SUN,SOLAR,0,4584,38.500278,-121.694167,0,solar," 20084, ",20084,DAVIS 2 2,38.4852,-121.7232,1.886444635
657,59940,202.5,SUN,SOLAR,0,544727.001,36.581182,-120.37957,0,solar," 23387, 23388, ",23387,FIREBAUGH 2 2,36.6535,-120.5783,12.11982668
658,57849,3,SUN,SOLAR,0,6330,38.282021,-121.464676,0,solar," 20200, ",20200,ELK GROVE 5 1,38.3528,-121.3747,6.909306197
659,57850,1,SUN,SOLAR,0,2160,38.28357,-121.461264,0,solar," 20144, 20145, ",20144,ELK GROVE 1 1,38.3981,-121.4501,7.922840492
660,61339,3,SUN,SOLAR,0,7651,34.688042,-117.989541,0,solar," 25727, ",25727,LITTLEROCK 1,34.5709,-117.9502,8.380087172
661,61215,3,SUN,SOLAR,0,7672,34.597,-117.931,0,solar," 25712, ",25712,PALMDALE 6 1,34.479,-118.0072,9.222251773
662,61216,3,SUN,SOLAR,0,7413,34.654976,-118.08215,0,solar," 25531, ",25531,ACTON 1,34.4233,-118.2233,17.88419891
663,55396,16.5,WND,WIND,0,16223,33.9014,-116.7167,0,wind," 29065, ",29065,CABAZON 4,33.915,-116.7103,1.006924586
664,58370,1,SUN,SOLAR,0,1469,39.373333,-121.684167,0,solar," 20087, ",20087,GRIDLEY 1,39.3856,-121.7589,4.089604323
665,58371,2.5,SUN,SOLAR,0,4155,39.373333,-121.681667,0,solar," 20086, ",20086,LIVE OAK 2,39.2733,-121.7001,6.971162615
666,62987,1.4,SUN,SOLAR,0,1657,32.816542,-116.999589,0,solar," 28592, 28593, ",28592,SPRING VALLEY 2 1,32.7923,-116.9998,1.670577736
667,62690,1.7,SUN,SOLAR,0,3034,37.269039,-121.861079,0,solar," 21540, 21541, ",21540,SAN JOSE 34 1,37.2704,-121.8736,0.69642723
668,57891,20,SUN,SOLAR,0,43083,36.163889,-119.650556,0,solar," 23427, 23428, 23429, 23430, ",23427,HANFORD 3 3,36.2701,-119.6481,7.324452067
669,56039,11.8,NG,GAS,47553,3544,33.9986,-118.2219,0,ng," 25999, 26000, 26001, 26002, ",25999,LOS ANGELES 80 1,33.9986,-118.2219,0
670,240,135,WAT,HYDRO,0,650136,36.927424,-119.02025,0,hydro,,23319,FRESNO 23 1,36.9274,-119.0203,0.003225102
671,398,5.6,WAT,HYDRO,0,-104,36.109722,-117.956667,0,hydro,,23333,INYOKERN 2 3,36.0372,-117.7981,10.18707075
672,241,13.6,WAT,HYDRO,0,41231,38.956985,-121.041932,0,hydro,,20344,AUBURN 9 2,38.8899,-121.0985,5.541289925
673,242,5.3,WAT,HYDRO,0,0,40.268712,-121.089479,0,hydro,,20472,MEADOW VALLEY 3 1,40.1757,-121.1907,8.357258505
674,59300,3,SUN,SOLAR,0,5752,36.306667,-119.629167,0,solar," 23215, ",23215,HANFORD 1 1,36.3078,-119.6415,0.692687049
675,55698,92.2,NG,GAS,130839.043,10679,36.270072,-119.648055,0,ng," 23428, 23429, 23430, ",23428,HANFORD 3 4,36.2701,-119.6481,0.003168578
676,50541,107.4,NG,GAS,93608.812,6771,33.7771,-118.2303,0,ng," 26186, 26187, 26188, 26189, 26190, 26191, 26192, 26193, ",26186,WILMINGTON 5 1,33.7771,-118.2303,0
677,10882,6.8,WAT,HYDRO,0,23915,40.874144,-121.920428,0,hydro,,20370,MONTGOMERY CREEK 2 6,40.8475,-121.9908,4.119724819
678,56654,101.2,WND,WIND,0,252365,40.8981,-121.8036,0,wind," 20291, 20292, 20293, ",20291,BURNEY 1 1,40.8981,-121.8036,0
679,59009,27,SUN,SOLAR,0,64022,35.325278,-118.878611,0,solar," 25144, 25145, ",25144,LAMONT 1,35.3531,-118.8962,2.160097819
680,54689,81.5,GEO,GEOTHERMAL,0,338754,32.7146,-115.518,0,other," 28804, ",28804,HEBER 2 1,32.7146,-115.518,0
681,58398,10.9,SUN,SOLAR,0,26019,32.7125,-115.540556,0,solar," 28965, 28966, 28967, 28968, 28969, 28970, 28971, 28972, 28973, 28974, 28975, 28976, 28977, ",28965,HEBER 3 1,32.7144,-115.5356,0.317017239
682,61722,5.5,MWH,OTHF,0,-106,33.713489,-117.852086,0,otherfuel," 28090, ",28090,NEWPORT BEACH 2 1,33.7291,-117.8612,1.197131925
683,61723,5.8,MWH,OTHF,0,-267,33.665246,-117.768222,0,otherfuel," 28097, 28098, 28099, ",28097,SANTA ANA 6 1,33.6522,-117.7811,1.16589522
684,61721,1,MWH,OTHF,0,0,33.669266,-117.646846,0,otherfuel," 28168, 28169, ",28168,LAKE FOREST 1 1,33.6821,-117.6505,0.909238441
685,59315,56,SUN,SOLAR,0,137922,35.269444,-118.014444,0,solar," 25863, ",25863,CANTIL 5,35.248,-118.1754,9.220489833
686,59316,56,SUN,SOLAR,0,138199,35.253056,-118.014722,0,solar," 26087, 26088, 26089, ",26087,WELDON 1,35.3478,-118.1864,11.69612971
687,59317,50,SUN,SOLAR,0,122915,35.253611,-118.026944,0,solar," 26088, 26089, ",26088,WELDON 2,35.3478,-118.1864,11.10738302
688,62889,15,MWH,OTHF,0,0,33.714672,-117.853061,0,otherfuel," 28047, 28048, 28049, ",28047,GARDEN GROVE 5 2,33.7212,-117.8336,1.207771203
689,57831,1.5,SUN,SOLAR,0,2327,34.65434,-117.971004,0,solar," 25774, 25775, 25776, 25777, 25778, ",25774,LANCASTER 6 1,34.6668,-117.7705,11.4523724
690,62689,2.2,SUN,SOLAR,0,3653,37.286958,-121.81508,0,solar," 21525, 21526, ",21525,SAN JOSE 27 1,37.2832,-121.8195,0.355640322
691,56955,48,NG,GAS,0,0,36.549167,-120.111111,0,ng," 23401, ",23401,SAN JOAQUIN 2 4,36.617,-120.0998,4.719424763
692,56275,2.4,WND,WIND,0,2037,35.0925,-118.3952,0,wind," 26120, 26121, 26122, 26123, 26124, ",26120,MOJAVE 14 2,35.065,-118.39,1.918511188
693,52165,1.8,WND,WIND,0,1312,35.0908,-118.3936,0,wind," 26121, 26122, 26123, 26124, ",26121,MOJAVE 14 3,35.065,-118.39,1.790215575
694,60641,10,MWH,OTHF,0,0,36.228872,-119.904686,0,otherfuel," 23175, 23176, ",23175,LEMOORE 2 1,36.2092,-119.7484,8.836384391
695,55807,98,NG,GAS,344134.453,30535,36.2397,-119.9044,0,ng," 23176, ",23176,LEMOORE 2 2,36.2092,-119.7484,8.965216569
696,58975,102,SUN,SOLAR,0,236393,36.218806,-119.805833,0,solar," 23429, 23430, ",23429,HANFORD 3 5,36.2701,-119.6481,9.49306348
697,59182,1.5,SUN,SOLAR,0,3012,34.435,-117.378056,0,solar," 28341, 28342, ",28341,HESPERIA 2 1,34.4135,-117.3572,1.901401453
698,55518,852,NG,GAS,25186556.5,3337426,34.5953,-117.3647,0,ng," 28853, 28854, ",28853,VICTORVILLE 7 7,34.5953,-117.3647,0
699,57977,6,NG,GAS,197938.459,31553,40.4128,-120.4774,0,ng," 20273, 20274, ",20273,JANESVILLE 1,40.3717,-120.5751,5.882923511
700,50495,49.8,NG,GAS,154048.502,16792,35.509041,-119.030546,0,ng," 25962, 25963, 25964, 25965, ",25962,BAKERSFIELD 27 1,35.509,-119.0305,0.003835806
701,56075,162,WND,WIND,0,296582,38.1381,-121.8053,0,wind," 21677, 21678, ",21677,BIRDS LANDING 2 2,38.1381,-121.8053,0
702,10777,36.2,WDS,BIOMASS,2821515.75,188963,40.368338,-120.264848,0,other," 20359, 20360, ",20359,WENDEL 2,40.3683,-120.2648,0.00364577
703,62655,7.6,SUN,SOLAR,0,4086,40.373,-120.262,0,solar," 20360, ",20360,WENDEL 3,40.3683,-120.2648,0.356369762
704,58223,4.5,NG,GAS,67774.063,8519.001,33.622778,-117.936389,0,ng," 28074, 28075, 28076, 28077, 28078, ",28074,SANTA ANA 3 1,33.6403,-117.9198,1.54045701
705,59268,1.5,SUN,SOLAR,0,3825,36.8625,-121.428889,0,solar," 23036, ",23036,HOLLISTER 2 1,36.9003,-121.4229,2.627600174
706,58300,1.1,NG,GAS,50116,5834,33.838056,-118.315,0,ng," 25470, ",25470,SAN PEDRO 3 1,33.8289,-118.3338,1.251989593
707,58452,1.5,SUN,SOLAR,0,3593,34.708889,-118.274167,0,solar," 25886, 25887, ",25886,LANCASTER 7 3,34.7803,-118.4244,9.864216213
708,58432,13.2,NG,GAS,437001.984,50579.001,34.179722,-119.083056,0,ng," 25105, 25106, ",25105,OXNARD 7 1,34.2022,-119.0539,2.277968118
709,58211,55,GEO,GEOTHERMAL,0,0,33.204444,-115.556667,0,other," 29052, 29053, ",29052,CALIPATRIA 10 3,33.2046,-115.5733,0.963689322
710,50049,32.5,WDS,BIOMASS,2501933.6,122827,40.4728,-124.1014,0,other," 20001, ",20001,FORTUNA 1,40.6101,-124.2047,10.92336771
711,57523,20,SUN,SOLAR,0,39941,36.181389,-120.030555,0,solar," 23161, ",23161,RIVERDALE 1,36.3951,-119.853,17.75847411
712,62515,4,MWH,OTHF,0,0,33.511644,-117.661225,0,otherfuel," 28159, 28160, ",28159,LAGUNA NIGUEL 2 1,33.5279,-117.6586,1.130542062
713,60960,33,OBG,BIOMASS,1582350.938,158262.999,33.9254,-118.4298,0,other," 26212, 26213, 26214, 26215, 26216, 26217, ",26212,PLAYA DEL REY 1,33.9182,-118.4276,0.512092925
714,58028,1.5,SUN,SOLAR,0,2241,34.975278,-118.946944,0,solar," 25901, 25902, 25903, 25904, 25905, 25906, 25907, 25908, 25909, ",25901,LEBEC 1 1,34.9556,-118.844,5.99725801
715,63603,3.5,NG,GAS,49640,7914,32.87302,-117.19968,0,ng," 28425, 28426, ",28425,SAN DIEGO 7 1,32.8578,-117.2192,1.545570146
716,57490,128.9,SUN,SOLAR,0,281501,32.663289,-115.658284,0,solar," 29021, 29022, 29023, ",29021,CALEXICO 5 1,32.6633,-115.6583,0.001201808
717,57491,148.7,SUN,SOLAR,0,394891,32.772225,-115.779311,0,solar," 28912, 28913, ",28912,SEELEY 2,32.7533,-115.7264,3.34535637
718,59657,20,SUN,SOLAR,0,47353,33.252222,-115.4975,0,solar," 29010, 29011, ",29010,NILAND 3,33.2388,-115.5045,1.009905275
719,58062,23,SUN,SOLAR,0,47504,33.245833,-115.496667,0,solar," 29011, ",29011,NILAND 4,33.2388,-115.5045,0.663835652
720,56917,599.9,SUN,SOLAR,0,273644.001,32.671099,-115.587265,0,solar," 28935, 28936, ",28935,CALEXICO 4 1,32.6711,-115.5873,0.002041091
721,57895,1.1,SUN,SOLAR,0,1557,35.402778,-119.038611,0,solar," 25117, 25118, ",25117,BAKERSFIELD 6 1,35.4288,-119.0387,1.793964244
722,55541,149.7,NG,GAS,369252.875,34089,33.910873,-116.552994,0,ng," 29047, 29048, 29049, ",29047,NORTH PALM SPRINGS 7 2,33.9211,-116.5642,0.954713308
723,57860,1.5,SUN,SOLAR,0,2775,34.008661,-117.845603,0,solar," 25755, 25756, 25757, 25758, ",25755,WEST COVINA 5 1,34.0238,-117.8479,1.051738238
724,58609,1.5,SUN,SOLAR,0,4189,34.553056,-117.456944,0,solar," 28854, ",28854,VICTORVILLE 7 8,34.5953,-117.3647,6.011687263
725,55853,819,NG,GAS,247514.031,33125,33.738839,-117.170369,0,ng," 29080, 29081, 29082, 29083, 29084, ",29080,SUN CITY 4 1,33.7388,-117.1704,0.003226625
